iter	Logloss
258	0.2989912083
259	0.2982828206
260	0.2977964877
261	0.2970793729
262	0.2957238942
263	0.2947818971
264	0.2938035034
265	0.292552582
266	0.2915598626
267	0.2906214944
268	0.2898033753
269	0.2887139704
270	0.2879124119
271	0.2869742234
272	0.2863915326
273	0.2855018908
274	0.2842493498
275	0.2838332241
276	0.2831723669
277	0.2822437869
278	0.2810954825
279	0.2805259421
280	0.2798716428
281	0.2790517678
282	0.2783783299
283	0.2777801334
284	0.2771558212
285	0.2766239954
286	0.2758524539
287	0.2752665629
288	0.2745628868
289	0.2740482452
290	0.273131639
291	0.2722837576
292	0.2714583017
293	0.2705543602
294	0.2698243663
295	0.2688695078
296	0.2680292591
297	0.2672074738
298	0.266668419
299	0.2657459891
300	0.2645978497
301	0.2637268567
302	0.2630340652
303	0.2619840429
304	0.2613322211
305	0.2602200682
306	0.2598974604
307	0.2590453597
308	0.2585076522
309	0.2575601061
310	0.2569621911
311	0.2562736192
312	0.2552792528
313	0.2544515144
314	0.2538436679
315	0.2532081329
316	0.252471097
317	0.2519614458
318	0.2513906899
319	0.2504122594
320	0.2497474409
321	0.2492746434
322	0.2480711831
323	0.2477135917
324	0.2469149164
325	0.246528003
326	0.2460408668
327	0.2452456199
328	0.2446756635
329	0.2435259685
330	0.2425909732
331	0.2419564936
332	0.241566814
333	0.240758561
334	0.2400456885
335	0.2394810645
336	0.2391215033
337	0.2386693094
338	0.2383717838
339	0.2378397805
340	0.2371860598
341	0.2365837279
342	0.2355487216
343	0.2346154173
344	0.2335983597
345	0.2331850857
346	0.232746541
347	0.2323057029
348	0.2318690885
349	0.2311722796
350	0.2307569763
351	0.2299520512
352	0.2291923072
353	0.228692593
354	0.22817428
355	0.2274279288
356	0.2265612393
357	0.2257402851
358	0.2249135778
359	0.2245200105
360	0.2235664642
361	0.2230287116
362	0.2224060762
363	0.221961765
364	0.2212794094
365	0.2207826403
366	0.220363275
367	0.2197546124
368	0.2189817501
369	0.2185921463
370	0.218412153
371	0.2178037178
372	0.217142895
373	0.216286553
374	0.2156535477
375	0.2152677963
376	0.2149167488
377	0.2143077643
378	0.2138487587
379	0.2134816735
380	0.2126676625
381	0.2121562032
382	0.2116697206
383	0.2113455969
384	0.2107371676
385	0.2101863313
386	0.2096629108
387	0.2091576027
388	0.2083149495
389	0.2079402002
390	0.2071144073
391	0.2062180449
392	0.205493639
393	0.2047494496
394	0.2039989818
395	0.2034628569
396	0.2028712132
397	0.2022123345
398	0.2014840534
399	0.2008873933
400	0.2002841066
401	0.1998285339
402	0.1992689348
403	0.1985925205
404	0.1980976322
405	0.1977547689
406	0.1972958367
407	0.1970285334
408	0.1964460292
409	0.1956521589
410	0.1951130547
411	0.1945316303
412	0.1942640318
413	0.1935589025
414	0.1928957557
415	0.1921323783
416	0.1914558742
417	0.1909186128
418	0.1905098466
419	0.1900050211
420	0.1895879124
421	0.18918068
422	0.1887112761
423	0.1879822274
424	0.1867556508
425	0.1863735176
426	0.1859609262
427	0.1853167202
428	0.1848622858
429	0.184450647
430	0.1840578868
431	0.1836293756
432	0.1831930584
433	0.1824345664
434	0.1821672208
435	0.1816957891
436	0.1812158457
437	0.1809070344
438	0.1807106693
439	0.180412986
440	0.1799617643
441	0.179334042
442	0.178728638
443	0.1783483031
444	0.1775227283
445	0.1769850639
446	0.1763400177
447	0.1757187126
448	0.1753090784
449	0.1747669499
450	0.1742573253
451	0.1738503245
452	0.1734507004
453	0.1730666984
454	0.1725126149
455	0.1721457981
456	0.1716526326
457	0.171126161
458	0.1706625437
459	0.170306581
460	0.1699033109
461	0.1694285965
462	0.1689584006
463	0.1684737274
464	0.1681720702
465	0.1679242313
466	0.16741481
467	0.166833271
468	0.1664968023
469	0.165965808
470	0.1652363743
471	0.1648355895
472	0.1643332202
473	0.1635561417
474	0.1632868876
475	0.1629542851
476	0.1623863151
477	0.1617084058
478	0.1611810605
479	0.1607487718
480	0.1603498323
481	0.1597606524
482	0.1591379272
483	0.1587692435
484	0.1584942769
485	0.1580302762
486	0.1573339655
487	0.1569335587
488	0.156553356
489	0.1560732307
490	0.1554708455
491	0.1548525493
492	0.1544650014
493	0.1540216648
494	0.1534909629
495	0.1530552025
496	0.1525760594
497	0.1522268448
498	0.1519602493
499	0.1515809121
500	0.1509917602
501	0.1507359952
502	0.1504326982
503	0.1499668125
504	0.1496603076
505	0.1492197092
506	0.1489750314
507	0.1486296748
508	0.1483558302
509	0.1481028813
510	0.147837046
511	0.1473315907
512	0.1470558095
513	0.1466415022
514	0.1461725253
515	0.1457249072
516	0.1453322764
517	0.1448608565
518	0.1444827707
519	0.1442810853
520	0.1438917568
521	0.1435232125
522	0.143223359
523	0.1428505294
524	0.1423143334
525	0.1419073953
526	0.1416494763
527	0.1413266304
528	0.1409057039
529	0.1406115112
530	0.1403177706
531	0.1397510735
532	0.1393662851
533	0.1390911248
534	0.138718681
535	0.1382027653
536	0.1378937964
537	0.1375597218
538	0.1372614322
539	0.1364914153
540	0.1360797027
541	0.1357711622
542	0.1356105476
543	0.1354054752
544	0.1352140023
545	0.134846582
546	0.1344056826
547	0.1340085111
548	0.1337146935
549	0.1331395263
550	0.132677936
551	0.1323868471
552	0.1320452973
553	0.1317931675
554	0.1314465069
555	0.1310905181
556	0.1306018958
557	0.1303205537
558	0.1300376367
559	0.1296338415
560	0.1292227109
561	0.1288013169
562	0.1285669429
563	0.1282800455
564	0.1279207122
565	0.1276145254
566	0.1270284772
567	0.1268696765
568	0.126554395
569	0.1259824882
570	0.1255983447
571	0.1253432356
572	0.1250368911
573	0.1248341445
574	0.1244461469
575	0.1239570924
576	0.1234424035
577	0.123063886
578	0.1227596865
579	0.1225519197
580	0.1223919662
581	0.1221463045
582	0.1219474008
583	0.1214643099
584	0.1211838115
585	0.1206381367
586	0.1204072865
587	0.1201936302
588	0.1198683894
589	0.1196647078
590	0.1191070974
591	0.1187716383
592	0.1185328155
593	0.1181656771
594	0.1178492496
595	0.117676775
596	0.1173034679
597	0.117114464
598	0.1167964248
599	0.1166003195
600	0.1162264158
601	0.1159615911
602	0.1157620086
603	0.1155957012
604	0.1151701073
605	0.1148003171
606	0.1146178085
607	0.1142571841
608	0.1139919237
609	0.1137250665
610	0.1134351846
611	0.1132251096
612	0.1129326148
613	0.1127069761
614	0.112341751
615	0.1121023938
616	0.11178304
617	0.1115301308
618	0.1111381457
619	0.1108795665
620	0.1105834772
621	0.1102564049
622	0.1099632659
623	0.1096537255
624	0.1093392045
625	0.1090236507
626	0.1085544244
627	0.1083340571
628	0.1082559129
629	0.1080373386
630	0.1078123797
631	0.1074612302
632	0.1071724713
633	0.106911943
634	0.1066556205
635	0.1063015694
636	0.106071666
637	0.1058404988
638	0.1056408294
639	0.1053408437
640	0.105074096
641	0.1047364696
642	0.1044990258
643	0.1042974624
644	0.1040363977
645	0.1038204206
646	0.103645505
647	0.1034472576
648	0.1032315149
649	0.1029247546
650	0.1027279518
651	0.1023913442
652	0.1021133617
653	0.1019183246
654	0.1017907144
655	0.1015853831
656	0.1013772463
657	0.1011197984
658	0.1008017913
659	0.1007139599
660	0.100510025
661	0.1003074022
662	0.1000707017
663	0.09982292519
664	0.09966320523
665	0.09944062981
666	0.09916980162
667	0.09893526136
668	0.09851151219
669	0.0982533931
670	0.09792567894
671	0.09768998833
672	0.0974146766
673	0.0972347012
674	0.09708682722
675	0.09690662584
676	0.09664655815
677	0.09624059249
678	0.09597211569
679	0.09585563696
680	0.09561885529
681	0.09543901028
682	0.09524275348
683	0.09500834285
684	0.09482710746
685	0.09449441922
686	0.09417756939
687	0.09399113166
688	0.09362800023
689	0.09345955653
690	0.09319884365
691	0.09294742021
692	0.09268751221
693	0.09251496862
694	0.09237988848
695	0.09209620659
696	0.09178703754
697	0.09158628274
698	0.09142481791
699	0.09122647072
700	0.09093437041
701	0.09068601201
702	0.09046496709
703	0.09016206691
704	0.08997973564
705	0.08973276147
706	0.08960908445
707	0.08928714491
708	0.08904151665
709	0.08885296069
710	0.08861653994
711	0.08827316663
712	0.08806633823
713	0.08790990146
714	0.08762645057
715	0.08738783399
716	0.08721978699
717	0.08698593424
718	0.08683688228
719	0.08660300177
720	0.08650874532
721	0.08631446767
722	0.08614157008
723	0.08594001542
724	0.08583063198
725	0.08564950301
726	0.08542356918
727	0.08510117845
728	0.08487552135
729	0.0846259638
730	0.08450000307
731	0.08437523681
732	0.08408294934
733	0.08380781171
734	0.08362120205
735	0.08335211424
736	0.08313193853
737	0.08288346232
738	0.08272180851
739	0.082573506
740	0.08245597515
741	0.08231993812
742	0.08223424133
743	0.08201394095
744	0.08179318534
745	0.08152777743
746	0.08129659993
747	0.08112664188
748	0.08095352335
749	0.08075815268
750	0.08060889894
751	0.08037059678
752	0.08017775355
753	0.07999932339
754	0.07977267997
755	0.07956678273
756	0.07932876282
757	0.07911816398
758	0.0789437208
759	0.07876701236
760	0.07862062895
761	0.07845948365
762	0.07817276237
763	0.07797615941
764	0.07778451303
765	0.07758469001
766	0.07749513881
767	0.07735840002
768	0.0772688658
769	0.07709186049
770	0.0769152154
771	0.07679511221
772	0.07657737033
773	0.07637880611
774	0.07620257157
775	0.07595673579
776	0.07573434719
777	0.07554405847
778	0.07531149604
779	0.0752107672
780	0.07503048772
781	0.07491005334
782	0.07471764661
783	0.07450890205
784	0.07434367141
785	0.07421231948
786	0.07396035789
787	0.07380285116
788	0.0736556623
789	0.07356900001
790	0.07341339085
791	0.07324047131
792	0.07306898787
793	0.07286668908
794	0.0725705853
795	0.07247162096
796	0.07235422603
797	0.07216925278
798	0.07199509577
799	0.071787075
800	0.07147970955
801	0.07133807479
802	0.07124061822
803	0.07103769283
804	0.07078264116
805	0.07052928283
806	0.0703559672
807	0.07021810778
808	0.07005853185
809	0.06993639749
810	0.06980045562
811	0.06963458942
812	0.06932869957
813	0.06920618584
814	0.06913801512
815	0.0690195443
816	0.06887149328
817	0.06865612097
818	0.06851990775
819	0.06836586054
820	0.0682066191
821	0.06803678152
822	0.0679174633
823	0.06769622945
824	0.06755342344
825	0.06740259614
826	0.0672313456
827	0.06714667582
828	0.06698656586
829	0.06689574411
830	0.0667833659
831	0.06659862331
832	0.06645576492
833	0.06618292318
834	0.06606199783
835	0.06585712629
836	0.06568252949
837	0.06551254397
838	0.06534659597
839	0.06517909405
840	0.0649994797
841	0.0648304475
842	0.06466606013
843	0.06454819095
844	0.0644675947
845	0.06436363385
846	0.06423039485
847	0.06405869544
848	0.06390067881
849	0.06375134411
850	0.06360809873
851	0.06340080342
852	0.06324602012
853	0.06306443921
854	0.06286437658
855	0.0627111056
856	0.06260987314
857	0.06243632979
858	0.06225629804
859	0.06216545538
860	0.06205996376
861	0.06187115562
862	0.06169739273
863	0.06158870308
864	0.06146593325
865	0.0613274345
866	0.06118927967
867	0.06104322983
868	0.06084922248
869	0.06075379981
870	0.06061194181
871	0.06047565329
872	0.06031773524
873	0.06015061458
874	0.06006190357
875	0.05988609658
876	0.05969794677
877	0.05959797528
878	0.05950569358
879	0.05936517317
880	0.05921970155
881	0.05911788954
882	0.05898282395
883	0.05886504461
884	0.05876638106
885	0.05866448725
886	0.05852732561
887	0.05831784153
888	0.05824181488
889	0.05813468558
890	0.05799152145
891	0.05784673866
892	0.05775524612
893	0.05762018864
894	0.05749022835
895	0.05731947534
896	0.05723219281
897	0.05716666154
898	0.0569993842
899	0.05686807059
900	0.05676474613
901	0.05669394343
902	0.05660154952
903	0.05644934499
904	0.05636808879
905	0.05627639573
906	0.05614961669
907	0.0560598616
908	0.05594044368
909	0.05580249322
910	0.05560681701
911	0.05548112001
912	0.05534652188
913	0.05510771596
914	0.05499775375
915	0.05483947199
916	0.05468016727
917	0.05453593843
918	0.05438858484
919	0.05426022258
920	0.05414922237
921	0.05405555233
922	0.05387385717
923	0.05384399814
924	0.05374461416
925	0.05368139905
926	0.05357186305
927	0.05347220828
928	0.05338302071
929	0.05325156272
930	0.05317113015
931	0.05304165921
932	0.0529421921
933	0.05285756322
934	0.05270313294
935	0.05258787238
936	0.05243734397
937	0.05234451308
938	0.05225596246
939	0.05212405714
940	0.05197971559
941	0.05190443636
942	0.05182915601
943	0.05171167039
944	0.05162365388
945	0.05156572676
946	0.05151488229
947	0.05145799918
948	0.0513189271
949	0.05121571249
950	0.05109912482
951	0.05101918349
952	0.05090714424
953	0.05075641322
954	0.05068723918
955	0.05054548863
956	0.05044764417
957	0.05030825802
958	0.0502432526
959	0.05013856335
960	0.05007363044
961	0.05001526347
962	0.0498622242
963	0.04975697148
964	0.04963485887
965	0.04953221541
966	0.04943854054
967	0.04932933343
968	0.04921931689
969	0.04905316158
970	0.048954936
971	0.04883949498
972	0.04871914736
973	0.04860031912
974	0.04853971885
975	0.04844120472
976	0.04831048428
977	0.0482418103
978	0.04815971712
979	0.04807495742
980	0.04793800636
981	0.04789068517
982	0.04780431933
983	0.04769011502
984	0.04758701115
985	0.0474759857
986	0.04734885672
987	0.04722957926
988	0.04712267195
989	0.04703245114
990	0.04696020989
991	0.04685211154
992	0.04673227691
993	0.0465938373
994	0.04649883631
995	0.04640170612
996	0.04633112275
997	0.04626038186
998	0.04618991561
999	0.04610343574
